department,bio_gdd_spring,hydric_precip_spring,stress_heat_days,stress_shock_days,risk_frost_april,risk_wet_harvest,risk_heavy_rain_july,bio_vernalization_days,bio_aridity_index,bio_compound_stress_days,datetime,year,log_time,pred_baseline,pred_anomaly,predicted_yield
Maine_et_Loire,2324.1316,0.015481187,24,3,0,0.0023949419,0,53,0.00064635155,24,2025-01-01,2025,3.784189633918261,6.134879255401865,0.025338361301825443,6.16021761670369
Manche,2017.1923,0.009319176,8,0,0,0.0012616239,0,55,0.00041103052,8,2025-01-01,2025,3.784189633918261,6.21099813382063,0.004463304044902025,6.215461437865532
Marne,2283.096,0.009869717,16,0,1,0.0011080691,0,57,0.0004211557,16,2025-01-01,2025,3.784189633918261,8.04040305208066,-0.23121267042908078,7.809190381651579
Mayenne,2202.629,0.0062323106,15,1,0,0.0010486161,0,57,0.0002686006,15,2025-01-01,2025,3.784189633918261,6.527565223919249,-0.19759454962900566,6.3299706742902435
Meurthe_et_Moselle,2184.57,0.0075004976,11,0,4,0.002299447,0,50,0.00032947736,11,2025-01-01,2025,3.784189633918261,6.870562267884245,-0.02794288004066264,6.842619387843582
Meuse,2181.1882,0.010013893,12,0,2,0.0026467012,0,54,0.0004398867,12,2025-01-01,2025,3.784189633918261,6.668606914338711,-0.12226592620047354,6.546340988138238
Morbihan,2185.3071,0.005343063,17,2,0,0.001257723,0,49,0.00022414958,17,2025-01-01,2025,3.784189633918261,7.345300009411436,0.017058522190843757,7.36235853160228
Moselle,2184.4304,0.0072909887,11,0,4,0.0021779398,0,53,0.00032043364,11,2025-01-01,2025,3.784189633918261,6.962770329539422,-0.10082530385903093,6.8619450256803916
Nievre,2244.2002,0.008105174,12,0,0,0.0008711432,0,55,0.00035076236,12,2025-01-01,2025,3.784189633918261,7.008261028323312,-0.14388230675487035,6.864378721568442
Nord,2118.725,0.009696762,10,0,2,0.0012975056,0,56,0.00043087738,10,2025-01-01,2025,3.784189633918261,8.448834313558002,-0.051170328715633276,8.397663984842369
Oise,2224.3752,0.011172375,15,0,2,0.0010121103,0,57,0.00048099807,15,2025-01-01,2025,3.784189633918261,8.053571426438134,-0.2411450794436272,7.812426346994507
Orne,2090.3538,0.009592129,13,0,0,0.0015561165,0,57,0.00042876316,13,2025-01-01,2025,3.784189633918261,7.27680587660434,-0.16884274806559,7.10796312853875
Pas_de_Calais,2095.8289,0.006677331,9,0,2,0.0008439172,0,57,0.0002979679,9,2025-01-01,2025,3.784189633918261,8.366801895989664,-0.16242154297901837,8.204380353010645
Puy_de_Dome,1922.0503,0.009020501,1,0,2,0.0047966163,0,50,0.00043159863,1,2025-01-01,2025,3.784189633918261,5.913012338396147,0.19602301511619352,6.109035353512341
Pyrenees_Atlantiques,2162.5225,0.010044571,6,0,0,0.0010389925,0,52,0.00044272802,6,2025-01-01,2025,3.784189633918261,5.417297205179533,0.03549641197089175,5.452793617150425
Pyrenees_Orientales,2175.0088,0.008661134,9,0,0,0.00092003314,0,55,0.00036359057,9,2025-01-01,2025,3.784189633918261,2.3514453180639525,0.013763401336070569,2.365208719400023
Rhone,2204.8237,0.011412013,9,0,1,0.0046536583,0,55,0.00049617357,9,2025-01-01,2025,3.784189633918261,6.078352326866343,-0.07001077324956384,6.008341553616779
Saone_et_Loire,2244.2896,0.011966306,10,0,0,0.003209246,0,55,0.00051869184,10,2025-01-01,2025,3.784189633918261,6.948080183110126,-0.22795906087585346,6.720121122234273
Sarthe,2287.493,0.010173149,19,2,0,0.001565881,0,58,0.00042954602,19,2025-01-01,2025,3.784189633918261,6.595799723577576,-0.09372730823772513,6.502072415339851
Savoie,1209.1382,0.022297697,0,0,16,0.0044616847,0,9,0.0014253336,0,2025-01-01,2025,3.784189633918261,5.853808831268156,0.11510090594025188,5.968909737208408
Seine_Maritime,2014.3557,0.007612739,6,0,0,0.0010218236,0,57,0.00033929388,6,2025-01-01,2025,3.784189633918261,8.13177694990398,-0.13221928555877982,7.9995576643452
Seine_et_Marne,2317.1174,0.0017163325,21,1,0,0.00014352014,0,57,7.200921e-05,21,2025-01-01,2025,3.784189633918261,7.543244253124442,-0.15141345481309976,7.391830798311342
Somme,2042.4064,0.007162448,5,0,0,0.0008458679,0,57,0.00031765914,5,2025-01-01,2025,3.784189633918261,8.317055854094855,-0.1461942733968932,8.170861580697961
Tarn,2183.0781,0.011415106,11,0,0,0.0014612623,0,55,0.0004952102,11,2025-01-01,2025,3.784189633918261,4.57874791078069,-0.035350895705925665,4.543397015074764
Tarn_et_Garonne,2443.4453,0.0063596256,26,2,0,0.0016962511,0,56,0.00025908698,26,2025-01-01,2025,3.784189633918261,4.642149081023047,-0.20718107653218482,4.434968004490862
Territoire_de_Belfort,2098.6895,0.0039344495,2,0,4,0.0010355985,0,51,0.00017710621,2,2025-01-01,2025,3.784189633918261,7.141534796134244,0.2537966948959085,7.395331491030152
Var,2214.6248,0.022742122,14,0,0,0.0019523794,0,54,0.0009291273,14,2025-01-01,2025,3.784189633918261,4.678380328300066,0.09287115060282304,4.771251478902889
Vaucluse,2358.382,0.00859851,17,0,0,0.00150032,0,54,0.00035341852,17,2025-01-01,2025,3.784189633918261,4.340116903861294,-0.03972691282393641,4.300389991037358
Vendee,2307.3691,0.005653235,24,4,0,0.0015575099,0,54,0.00023348565,24,2025-01-01,2025,3.784189633918261,5.872624380048842,-0.11500097608488492,5.757623403963957
Vienne,2353.6682,0.007934542,24,3,0,0.0015886606,0,57,0.00032932803,24,2025-01-01,2025,3.784189633918261,6.240978609462239,-0.27747243995388765,5.963506169508351
Vosges,2112.0862,0.0102407895,4,0,4,0.003210547,0,52,0.00045635857,4,2025-01-01,2025,3.784189633918261,7.054446368562993,0.011354665511852456,7.065801034074846
Yonne,2309.8955,0.010552813,18,2,0,0.00079688046,0,58,0.00044563125,18,2025-01-01,2025,3.784189633918261,6.3938194946489215,-0.12814951228238283,6.265669982366538
Yvelines,2291.568,0.0022259636,21,1,0,0.00023720428,0,57,9.334875e-05,21,2025-01-01,2025,3.784189633918261,7.70428200515874,-0.14572880961688459,7.5585531955418555
Ain,1761.85,0.012089565,12,0,0,0.0010298656,0,37,0.0006144736,12,2026-01-01,2026,3.8066624897703196,6.471138970549168,0.21620191250060403,6.687340883049772
Aisne,1714.8077,0.010467784,5,1,1,0.00092685665,0,44,0.0005340897,5,2026-01-01,2026,3.8066624897703196,7.347605735777538,0.002680507229685038,7.350286243007223
Allier,1752.716,0.011347232,10,0,0,0.0012338412,0,42,0.0005795517,10,2026-01-01,2026,3.8066624897703196,5.645544086506458,0.17695206789951362,5.822496154405972
Alpes_Maritimes,1422.2155,0.009665441,0,0,3,0.00094601227,0,28,0.00056294765,0,2026-01-01,2026,3.8066624897703196,4.23141742877883,0.025864859987516437,4.257282288766346
Alpes_de_Haute_Provence,1375.6942,0.009884215,0,0,10,0.000695974,0,25,0.00061426323,0,2026-01-01,2026,3.8066624897703196,3.6160815696495456,-0.05159662689135352,3.564484942758192
Ardeche,1553.4325,0.016457293,1,0,1,0.0011843501,0,37,0.0009127145,1,2026-01-01,2026,3.8066624897703196,3.4840509409995417,-0.029365764531321895,3.4546851764682196
Ardennes,1662.5312,0.0077294083,5,0,1,0.00074427604,0,42,0.0004029871,5,2026-01-01,2026,3.8066624897703196,6.9284988900888544,-0.08284178312232907,6.8456571069665255
Ariege,1334.2307,0.018721707,0,0,8,0.002108185,0,36,0.0011755268,0,2026-01-01,2026,3.8066624897703196,5.148246233869212,-0.028264922022756628,5.119981311846455
Aube,1785.2625,0.008565634,8,2,0,0.00092688884,0,43,0.00042680738,8,2026-01-01,2026,3.8066624897703196,7.303479466939998,0.1438154975333113,7.4472949644733095
Aude,2054.347,0.009179505,21,1,1,0.0004245591,0,52,0.00041522662,21,2026-01-01,2026,3.8066624897703196,5.1531765317308045,-0.02258460693554792,5.130591924795256
Aveyron,1711.6829,0.018750519,3,0,2,0.0015151551,0,42,0.0009793256,3,2026-01-01,2026,3.8066624897703196,4.695777201002841,0.08717208370039148,4.782949284703232
Bas_Rhin,1672.1223,0.009221294,6,0,2,0.0010570532,0,39,0.00047789127,6,2026-01-01,2026,3.8066624897703196,6.163093612471869,0.1730628117694717,6.336156424241341
Bouches_du_Rhone,2332.403,0.004987354,29,4,0,5.029503e-05,0,45,0.00020691419,29,2026-01-01,2026,3.8066624897703196,3.166628308495237,0.10638056802680192,3.273008876522039
Calvados,1604.6384,0.0071911924,3,0,1,0.0010246774,0,48,0.00036540016,3,2026-01-01,2026,3.8066624897703196,7.280738627275128,-0.08777578273335701,7.192962844541771
Cantal,1399.6776,0.019741796,0,0,7,0.0017382393,0,35,0.0011781241,0,2026-01-01,2026,3.8066624897703196,5.3455794748731815,0.03642884529264234,5.3820083201658235
Charente,1940.5133,0.0088355085,10,0,0,0.00086260086,0,48,0.0004182727,10,2026-01-01,2026,3.8066624897703196,5.75737852060625,0.08541724229390911,5.842795762900159
Charente_Maritime,1949.481,0.013755477,10,0,0,0.0008547647,0,41,0.00062625855,10,2026-01-01,2026,3.8066624897703196,6.621625359631935,0.25064974982283444,6.872275109454769
Cher,1814.7825,0.01826869,10,0,0,0.002522703,0,45,0.0009045749,10,2026-01-01,2026,3.8066624897703196,6.403690743018888,0.024056578884081175,6.427747321902969
Correze,1609.3859,0.025932565,4,0,1,0.0025347408,0,41,0.0013915992,4,2026-01-01,2026,3.8066624897703196,4.842550539949448,0.05139665216899949,4.893947192118447
Cote_d_Or,1677.5154,0.02001202,7,0,0,0.0015921983,0,39,0.001041162,7,2026-01-01,2026,3.8066624897703196,6.210675261219471,0.21554406827428696,6.426219329493758
Cotes_d_Armor,1628.7013,0.020568335,2,0,0,0.0034548922,0,47,0.0010347539,2,2026-01-01,2026,3.8066624897703196,6.9604243413307545,-0.05414988542465069,6.906274455906104
Creuse,1628.8993,0.016977869,5,0,1,0.002455302,0,42,0.00089761434,5,2026-01-01,2026,3.8066624897703196,5.524570259469215,-0.06098988499561279,5.463580374473602
Deux_Sevres,1874.8123,0.013137779,8,0,0,0.0014438761,0,45,0.00063237554,8,2026-01-01,2026,3.8066624897703196,6.198512073339288,0.04585774723190384,6.244369820571192
Dordogne,2030.002,0.0151162315,16,0,0,0.0015858418,0,49,0.0007014197,16,2026-01-01,2026,3.8066624897703196,4.906376143817744,0.15260767293641433,5.058983816754159
Doubs,1560.0974,0.01651853,6,0,1,0.0016715006,0,38,0.0009055468,6,2026-01-01,2026,3.8066624897703196,5.550409457996858,-0.03491456757799572,5.5154948904188625
Drome,1742.179,0.016533418,6,0,1,0.0015932415,0,40,0.00085451285,6,2026-01-01,2026,3.8066624897703196,4.992226245927945,0.04279465187946343,5.035020897807408
Essonne,1830.3741,0.0030867315,9,2,0,0.00030385287,0,44,0.00015071081,9,2026-01-01,2026,3.8066624897703196,7.20921993779852,-0.05117131542020679,7.158048622378313
Eure,1682.7585,0.011473386,5,1,2,0.0015478983,0,45,0.000588477,5,2026-01-01,2026,3.8066624897703196,7.907864996643426,-0.010646443329715906,7.89721855331371
Eure_et_Loir,1738.9807,0.014877029,5,1,0,0.0023825255,0,44,0.0007513404,5,2026-01-01,2026,3.8066624897703196,7.7242482903479655,-0.02901619652988326,7.695232093818082
Finistere,1622.5261,0.008061945,1,0,0,0.0012169235,0,43,0.00039776947,1,2026-01-01,2026,3.8066624897703196,6.801479982369399,-0.10304023235579529,6.698439750013604
Gard,2029.999,0.007826795,16,0,0,0.00015375527,0,45,0.0003633769,16,2026-01-01,2026,3.8066624897703196,3.640754357170598,0.09491000357865335,3.7356643607492512
Gers,2168.947,0.009196156,21,7,0,0.0008983935,0,50,0.00041042358,21,2026-01-01,2026,3.8066624897703196,5.203508386870005,0.18287329753156423,5.386381684401569
Gironde,2059.4587,0.017314523,9,0,0,0.0009217868,0,43,0.0007648408,9,2026-01-01,2026,3.8066624897703196,5.09140592528842,0.22636397849580575,5.317769903784225
Haut_Rhin,1592.7024,0.0065938937,6,0,2,0.0008344402,0,39,0.0003571537,6,2026-01-01,2026,3.8066624897703196,6.303440860377496,-0.0547727441797976,6.248668116197698
Haute_Garonne,2050.633,0.007652727,19,3,1,0.0009406059,0,50,0.00035472165,19,2026-01-01,2026,3.8066624897703196,5.209549202837726,-0.05588712267673255,5.153662080160994
Haute_Loire,1403.4774,0.010262304,0,0,7,0.00095243525,0,35,0.0006145083,0,2026-01-01,2026,3.8066624897703196,4.851071453573705,0.01737825380765852,4.868449707381363
Haute_Marne,1675.4286,0.015843134,6,0,2,0.0014685452,0,39,0.0008236273,6,2026-01-01,2026,3.8066624897703196,6.334345195220268,0.043590576298316655,6.377935771518585
Haute_Saone,1735.371,0.010105399,7,0,0,0.0006859529,0,40,0.00051679,7,2026-01-01,2026,3.8066624897703196,6.732210988285186,0.05648894637141759,6.788699934656604
Haute_Savoie,1343.4321,0.008124086,0,0,4,0.0013357656,0,27,0.00049864594,0,2026-01-01,2026,3.8066624897703196,6.2290139557373045,0.05494187805780203,6.2839558337951065
Haute_Vienne,1736.3367,0.017437663,9,0,0,0.0021654235,0,45,0.00088699826,9,2026-01-01,2026,3.8066624897703196,5.128473574798598,-0.013695094894078282,5.114778479904519
Hautes_Alpes,794.1439,0.013614434,0,0,23,0.0016592798,0,1,0.0012378638,0,2026-01-01,2026,3.8066624897703196,3.857802754813134,0.007429122929158029,3.8652318777422923
Hautes_pyrenees,1447.7896,0.021428576,1,0,2,0.00230231,0,41,0.00124839,1,2026-01-01,2026,3.8066624897703196,5.6362347502998285,-0.045543814270418356,5.59069093602941
Herault,2032.4218,0.011187492,13,0,0,0.0001465435,0,45,0.0005119159,13,2026-01-01,2026,3.8066624897703196,3.0849608031981597,0.11958759736805169,3.2045484005662113
Ille_et_Vilaine,1789.2725,0.01034217,6,0,0,0.0014295024,0,45,0.00051163917,6,2026-01-01,2026,3.8066624897703196,6.728192047306577,0.03471338192164894,6.762905429228226
Indre,1850.5591,0.017156769,10,1,0,0.0032511924,0,46,0.00083860825,10,2026-01-01,2026,3.8066624897703196,6.537826613640759,-0.08893353341520958,6.448893080225549
Indre_et_Loire,1868.9062,0.008137894,9,1,0,0.0018656076,0,44,0.00039380303,9,2026-01-01,2026,3.8066624897703196,6.49756850865244,-0.033521015906136806,6.464047492746303
Isere,1475.4453,0.017648442,0,0,3,0.0028654085,0,32,0.0010280389,0,2026-01-01,2026,3.8066624897703196,5.616550047826093,-0.05703764975984773,5.559512398066245
Jura,1692.6401,0.020115508,9,0,0,0.0014804367,0,39,0.0010480812,9,2026-01-01,2026,3.8066624897703196,6.280787027343766,0.19384469388102799,6.474631721224793
Landes,2165.45,0.0136922235,17,1,0,0.0010269476,0,40,0.0005978786,17,2026-01-01,2026,3.8066624897703196,5.239602188209169,0.24291568728775667,5.482517875496925
Loir_et_Cher,1848.9619,0.0073413253,9,1,0,0.0017309436,0,44,0.00035768983,9,2026-01-01,2026,3.8066624897703196,6.968876050653941,-0.06254002889529651,6.906336021758645
Loire,1575.6746,0.0041836854,3,0,0,0.00040875244,0,40,0.00022846516,3,2026-01-01,2026,3.8066624897703196,5.143289281229784,-0.08572132870173321,5.057567952528051
Loire_Atlantique,1876.2539,0.0088235065,9,0,0,0.0009090813,0,44,0.00042121907,9,2026-01-01,2026,3.8066624897703196,6.1565724167017635,0.08014651972888473,6.236718936430648
Loiret,1827.1343,0.015799938,10,1,0,0.0024264026,0,44,0.00077468297,10,2026-01-01,2026,3.8066624897703196,6.693233615243467,-0.07753498388432416,6.615698631359143
Lot,1926.6832,0.0083227595,13,0,0,0.0008804921,0,50,0.00040178525,13,2026-01-01,2026,3.8066624897703196,4.687935449799691,0.05949482827629317,4.747430278075984
Lot_et_Garonne,2183.6235,0.0051974473,19,6,1,0.0007138688,0,45,0.00023047967,19,2026-01-01,2026,3.8066624897703196,5.832962892160694,0.05128186375555276,5.884244755916247
Lozere,1433.3578,0.012613838,0,0,5,0.0007547824,0,37,0.00074059534,0,2026-01-01,2026,3.8066624897703196,3.379374786800795,0.02266338415447605,3.402038170955271
Maine_et_Loire,1882.8763,0.017137984,8,0,0,0.0022445682,0,44,0.000827446,8,2026-01-01,2026,3.8066624897703196,6.025787179034405,-0.04926815400188323,5.976519025032522
Manche,1614.5492,0.010818974,3,0,1,0.0016949252,0,49,0.0005465193,3,2026-01-01,2026,3.8066624897703196,6.43683854314871,0.0009210289822973616,6.437759572131007
Marne,1765.3464,0.018093618,8,2,1,0.0015452655,0,43,0.0009065332,8,2026-01-01,2026,3.8066624897703196,7.226386613469731,0.22295115677537694,7.449337770245108
Mayenne,1761.3313,0.0074866223,4,0,0,0.0007698034,0,45,0.0003754485,4,2026-01-01,2026,3.8066624897703196,6.526748063439516,-0.058181908556342664,6.468566154883174
Meurthe_et_Moselle,1676.6152,0.012938685,6,0,2,0.0017144554,0,39,0.00067256665,6,2026-01-01,2026,3.8066624897703196,6.15963744644931,0.12405253551055556,6.283689981959866
Meuse,1674.9739,0.018068211,5,0,2,0.0020107348,0,40,0.0009361379,5,2026-01-01,2026,3.8066624897703196,6.563313075974772,0.08218350025469216,6.645496576229465
Morbihan,1776.4039,0.006550395,7,0,0,0.00091387203,0,41,0.00031376924,7,2026-01-01,2026,3.8066624897703196,7.081276097606286,0.0456080614806851,7.126884159086971
Moselle,1682.2285,0.011734764,6,0,2,0.0015229104,0,39,0.0006086294,6,2026-01-01,2026,3.8066624897703196,6.338644939241082,0.05207623799557227,6.390721177236654
Nievre,1745.3562,0.013694389,8,0,0,0.0011772595,0,43,0.00069625047,8,2026-01-01,2026,3.8066624897703196,6.2078656792887825,0.19371662142265478,6.401582300711437
Nord,1654.748,0.0145787215,6,0,1,0.002037726,0,45,0.00075419806,6,2026-01-01,2026,3.8066624897703196,7.84820024548879,-0.029914489467496582,7.818285756021293
Oise,1743.2782,0.015826022,7,2,1,0.0023153306,0,44,0.00079634803,7,2026-01-01,2026,3.8066624897703196,7.862246511865935,-0.038291762114556746,7.823954749751379
Orne,1635.8313,0.014081847,4,0,2,0.0017538342,0,45,0.00073554827,4,2026-01-01,2026,3.8066624897703196,7.343208583248282,-0.023399356248450565,7.319809226999832
Pas_de_Calais,1641.6467,0.010063704,6,1,1,0.0016926898,0,46,0.00052167324,6,2026-01-01,2026,3.8066624897703196,8.13117554825012,-0.04752596907205123,8.083649579178068
Puy_de_Dome,1519.585,0.009443448,2,0,3,0.00092067744,0,39,0.0005305983,2,2026-01-01,2026,3.8066624897703196,5.729828022431257,-0.018682310097133385,5.711145712334124
Pyrenees_Atlantiques,1831.6732,0.01106899,7,0,2,0.0009438831,0,48,0.00055244117,7,2026-01-01,2026,3.8066624897703196,5.540309279966061,0.09489749296905112,5.635206772935112
Pyrenees_Orientales,1912.5715,0.0072652716,8,0,1,0.00021228785,0,52,0.0003372597,8,2026-01-01,2026,3.8066624897703196,2.6736298040331143,-0.03095842692628619,2.642671377106828
Rhone,1821.4021,0.010613672,13,0,0,0.00101006,0,38,0.0005279262,13,2026-01-01,2026,3.8066624897703196,5.883107858874411,0.11399984935839229,5.997107708232803
Saone_et_Loire,1771.5591,0.015613536,11,0,0,0.0012465051,0,40,0.0007912083,11,2026-01-01,2026,3.8066624897703196,6.431487155729279,0.19730221169813358,6.628789367427412
Sarthe,1813.5724,0.015361119,5,1,0,0.0023405373,0,44,0.00075815624,5,2026-01-01,2026,3.8066624897703196,6.241244800583457,-0.11673752590550594,6.124507274677951
Savoie,975.9684,0.023997888,0,0,18,0.004769227,0,4,0.0018525409,0,2026-01-01,2026,3.8066624897703196,5.8645859339265565,0.04523481469225326,5.9098207486188095
Seine_Maritime,1588.8025,0.011536047,4,0,2,0.0015238428,0,46,0.00059633085,4,2026-01-01,2026,3.8066624897703196,7.389631212048256,-0.011701531769240086,7.377929680279016
Seine_et_Marne,1792.7783,0.0034654373,9,2,0,0.0002799036,0,43,0.0001715312,9,2026-01-01,2026,3.8066624897703196,7.05840001443573,0.00839250941959268,7.066792523855322
Somme,1598.5092,0.010070715,5,0,1,0.0015354156,0,46,0.00051903265,5,2026-01-01,2026,3.8066624897703196,7.962546985300722,-0.057440029468440804,7.905106955832281
Tarn,1863.0244,0.008971579,10,0,1,0.000545826,0,45,0.00043872691,10,2026-01-01,2026,3.8066624897703196,5.2252054064543545,0.03143013046428558,5.25663553691864
Tarn_et_Garonne,2102.9346,0.0056904205,18,4,1,0.00095543126,0,50,0.00026007803,18,2026-01-01,2026,3.8066624897703196,4.298825706575095,-0.041383009176424096,4.257442697398671
Territoire_de_Belfort,1614.1113,0.0064849705,6,0,2,0.0006967258,0,40,0.0003471009,6,2026-01-01,2026,3.8066624897703196,6.049887623489354,-0.05130730847822052,5.998580315011134
Var,2047.2515,0.011895594,11,0,0,5.4672022e-05,0,51,0.0005221246,11,2026-01-01,2026,3.8066624897703196,3.678659089078232,0.05477896301453415,3.733438052092766
Vaucluse,2135.8203,0.0055182828,22,3,0,0.000120416276,0,43,0.00024818434,22,2026-01-01,2026,3.8066624897703196,3.43112630513581,0.043902087229598145,3.475028392365408
Vendee,1862.1204,0.0063380003,9,0,0,0.00046086623,0,41,0.00030183382,9,2026-01-01,2026,3.8066624897703196,6.18983193594463,-0.0015515811783844591,6.1882803547662455
Vienne,1860.1406,0.01327734,9,0,0,0.002322551,0,45,0.0006454778,9,2026-01-01,2026,3.8066624897703196,6.301630125425123,-0.04811154700904012,6.253518578416083
Vosges,1612.0149,0.016630454,6,0,2,0.001817613,0,39,0.00088134204,6,2026-01-01,2026,3.8066624897703196,5.895213073016774,0.039740317824061275,5.934953390840835
Yonne,1776.7043,0.023004722,9,2,0,0.0028017673,0,43,0.0011488443,9,2026-01-01,2026,3.8066624897703196,6.324759926087768,0.09385284843990556,6.4186127745276735
Yvelines,1784.9456,0.003575336,9,2,0,0.0005647137,0,44,0.00017691273,9,2026-01-01,2026,3.8066624897703196,7.287193877251631,-0.021851013115056044,7.265342864136574
Ain,1949.7954,0.013019155,13,4,6,0.0030488526,0,55,0.0006096561,13,2027-01-01,2027,3.828641396489095,6.521360250417822,-0.4081878278883698,6.113172422529452
Aisne,1923.7235,0.011575599,12,5,4,0.00071666925,0,58,0.0005455402,12,2027-01-01,2027,3.828641396489095,7.8169694823055895,0.11514915809010358,7.932118640395693
Allier,1986.4893,0.012205454,13,8,5,0.00039975808,0,54,0.00057069457,13,2027-01-01,2027,3.828641396489095,6.095886675399976,-0.0048290487733682035,6.091057626626608
Alpes_Maritimes,1429.7241,0.013188304,0,0,15,0.0013162877,0,36,0.0007453665,0,2027-01-01,2027,3.828641396489095,4.376489744814382,0.017152738044328333,4.39364248285871
Alpes_de_Haute_Provence,1412.0874,0.013184813,0,0,19,0.00068241556,0,27,0.0007774175,0,2027-01-01,2027,3.828641396489095,3.7500155082553155,-0.12145462889383436,3.628560879361481
Ardeche,1734.2859,0.019009463,10,0,12,0.0017137682,0,46,0.000966028,10,2027-01-01,2027,3.828641396489095,3.8166152063744616,0.001338680113886212,3.8179538864883478
Ardennes,1884.1577,0.0074623665,12,4,5,0.0005428267,0,56,0.00035684853,12,2027-01-01,2027,3.828641396489095,7.332813848438168,-0.08014049636126219,7.252673352076906
Ariege,1413.0647,0.021410726,5,0,17,0.0037445948,0,33,0.0012367769,5,2027-01-01,2027,3.828641396489095,4.3216885364698685,0.0615200941459279,4.383208630615797
Aube,2043.4141,0.0069427425,15,7,4,0.00044873543,0,57,0.00031427364,15,2027-01-01,2027,3.828641396489095,7.353017510488215,-0.05556952721859176,7.297447983269623
Aude,2211.6082,0.009230413,16,7,0,0.001795931,0,52,0.00039337238,16,2027-01-01,2027,3.828641396489095,4.8163026656186645,0.05391978180223273,4.870222447420897
Aveyron,1858.9584,0.023754535,11,2,7,0.0010461088,0,55,0.0011569326,11,2027-01-01,2027,3.828641396489095,4.828063240105661,0.025540111367370697,4.853603351473032
Bas_Rhin,1979.7544,0.005890675,14,7,6,0.0019051781,0,50,0.00027255766,14,2027-01-01,2027,3.828641396489095,6.202092128102941,-0.13909981650083794,6.062992311602103
Bouches_du_Rhone,2391.2769,0.003730251,19,3,0,5.7726746e-05,0,48,0.00014992755,19,2027-01-01,2027,3.828641396489095,3.155784280437408,0.09179231731594689,3.247576597753355
Calvados,1782.2046,0.006414032,6,2,0,0.0011419177,0,57,0.00030211578,6,2027-01-01,2027,3.828641396489095,7.593598320261078,-0.08291864939560428,7.510679670865474
Cantal,1573.319,0.02239902,6,0,18,0.0011584474,0,40,0.0012153664,6,2027-01-01,2027,3.828641396489095,5.579196937807513,0.1248176052083818,5.704014543015894
Charente,2138.8,0.00788251,13,9,2,0.00043010243,0,52,0.0003453581,13,2027-01-01,2027,3.828641396489095,5.525378389668187,0.06414499663635619,5.589523386304544
Charente_Maritime,2123.9326,0.012933614,14,7,0,0.0012412586,0,48,0.00055151264,14,2027-01-01,2027,3.828641396489095,6.292947774021562,0.263917008804169,6.556864782825731
Cher,2049.8516,0.014080778,14,9,5,0.00059571886,0,56,0.0006370962,14,2027-01-01,2027,3.828641396489095,6.524324864945808,0.058580219537504294,6.582905084483313
Correze,1806.5798,0.026980896,12,3,6,0.0009787667,0,53,0.0013283009,12,2027-01-01,2027,3.828641396489095,5.1606166802816995,-0.0002052732700180795,5.160411407011681
Cote_d_Or,1928.453,0.018737828,13,6,6,0.0028617806,0,54,0.0008825543,13,2027-01-01,2027,3.828641396489095,6.153114865993981,-0.22015977372390286,5.9329550922700784
Cotes_d_Armor,1756.3083,0.02250307,5,1,0,0.003800998,0,58,0.0010717919,5,2027-01-01,2027,3.828641396489095,7.0469730937986,0.015982556975663836,7.062955650774264
Creuse,1848.7798,0.017549722,11,3,6,0.00065625855,0,52,0.00084905705,11,2027-01-01,2027,3.828641396489095,5.854821904893537,0.01023019899739157,5.865052103890929
Deux_Sevres,2054.2556,0.013412195,13,7,1,0.00157933,0,53,0.0006010256,13,2027-01-01,2027,3.828641396489095,6.224324191607274,0.1568210874307203,6.3811452790379946
Dordogne,2197.647,0.017078362,13,10,2,0.00048314367,0,52,0.0007378585,13,2027-01-01,2027,3.828641396489095,4.801760713109833,0.12991261637891766,4.931673329488751
Doubs,1790.7822,0.014275958,11,1,10,0.0059653637,0,47,0.0007041903,11,2027-01-01,2027,3.828641396489095,5.425208360662213,0.0013777968582547515,5.426586157520467
Drome,1892.2418,0.019734658,13,0,4,0.0016236844,0,52,0.00095267233,13,2027-01-01,2027,3.828641396489095,5.379759044509116,0.14490585655578336,5.5246649010649
Essonne,2044.4059,0.0032000714,15,6,3,0.0002033828,0,57,0.00014446868,15,2027-01-01,2027,3.828641396489095,7.682007421256715,-0.24092429080916003,7.441083130447555
Eure,1877.7415,0.01057201,9,4,3,0.0022994212,0,58,0.0004995549,9,2027-01-01,2027,3.828641396489095,8.412782117952878,-0.01064419852975609,8.402137919423122
Eure_et_Loir,1929.2437,0.014038456,12,6,4,0.0019669894,0,58,0.0006560597,12,2027-01-01,2027,3.828641396489095,8.491982600726471,0.16447388812583924,8.65645648885231
Finistere,1730.9492,0.008134495,5,0,0,0.0017064874,0,53,0.00038266048,5,2027-01-01,2027,3.828641396489095,7.043155484245876,0.06089577612583545,7.104051260371711
Gard,2184.0774,0.0070118974,15,6,2,0.00046751671,0,59,0.00030718948,15,2027-01-01,2027,3.828641396489095,3.78495222509626,0.06517071506937146,3.8501229401656314
Gers,2278.2793,0.013363965,18,12,2,0.0007952275,0,52,0.000564811,18,2027-01-01,2027,3.828641396489095,4.943218997778,0.08172305788368603,5.024942055661685
Gironde,2204.9744,0.01507205,14,8,0,0.00074783847,0,45,0.00062812,14,2027-01-01,2027,3.828641396489095,5.030284413112111,0.11929939308909886,5.14958380620121
