department,bio_gdd_spring,hydric_precip_spring,stress_heat_days,stress_shock_days,risk_frost_april,risk_wet_harvest,risk_heavy_rain_july,bio_vernalization_days,bio_aridity_index,bio_compound_stress_days,datetime,year,log_time,pred_baseline,pred_anomaly,predicted_yield
Bas_Rhin,2048.9985,0.004918741,18,0,6,0.0009460919,0,57,0.00022598119,18,2015-01-01,2015,3.5263605246161616,6.239351418037262,-0.07890246559645063,6.160448952440811
Bouches_du_Rhone,2495.3577,0.0034848189,26,9,0,0.00038145893,0,58,0.00013825184,26,2015-01-01,2015,3.5263605246161616,2.9663086098070033,-0.05963976613838352,2.9066688436686197
Calvados,2023.8154,0.0045999866,13,7,1,0.00048183685,0,59,0.00020461067,13,2015-01-01,2015,3.5263605246161616,7.551942332486334,0.12671457120808527,7.678656903694419
Cantal,1615.1038,0.015369313,2,0,9,0.0018675671,0,40,0.0008356837,2,2015-01-01,2015,3.5263605246161616,5.109189758325731,-0.11542396875231077,4.99376578957342
Charente,2288.563,0.005949968,18,12,3,0.00038814687,0,58,0.00025202223,18,2015-01-01,2015,3.5263605246161616,5.272634015370817,-0.02024589034873691,5.25238812502208
Charente_Maritime,2301.7795,0.008824799,18,13,1,0.0005972983,0,57,0.0003598334,18,2015-01-01,2015,3.5263605246161616,5.792059358732492,-0.12342256701832202,5.66863679171417
Cher,2180.9624,0.010736152,19,8,3,0.0015872961,0,58,0.00047616116,19,2015-01-01,2015,3.5263605246161616,6.313582550979187,0.05991220202650128,6.373494753005688
Correze,1887.0217,0.01959703,14,0,6,0.0019157775,0,50,0.00095342303,14,2015-01-01,2015,3.5263605246161616,4.8993199607122095,-0.12217949138824978,4.777140469323959
Cote_d_Or,2044.0721,0.013682998,17,1,4,0.0019749156,0,56,0.00063438155,17,2015-01-01,2015,3.5263605246161616,5.980786650770078,0.08807860945006091,6.0688652602201385
Cotes_d_Armor,2012.0944,0.014304187,15,10,0,0.0009768005,0,58,0.000633817,15,2015-01-01,2015,3.5263605246161616,6.768418625339956,0.08266526734235717,6.851083892682314
Creuse,1925.3279,0.013905535,13,0,6,0.0015858889,0,52,0.0006682594,13,2015-01-01,2015,3.5263605246161616,5.421994030752786,-0.23605795098982477,5.1859360797629614
Deux_Sevres,2244.6477,0.010003921,18,14,2,0.00044930688,0,56,0.00042585764,18,2015-01-01,2015,3.5263605246161616,6.098870599440867,-0.09858111354495441,6.000289485895913
Dordogne,2316.1218,0.010453566,21,13,3,0.0014523228,0,58,0.00044106843,21,2015-01-01,2015,3.5263605246161616,4.627244737130088,-0.0012106179957955007,4.626034119134292
Doubs,1870.0251,0.0100142285,10,0,6,0.0020320693,0,52,0.00049237936,10,2015-01-01,2015,3.5263605246161616,5.678144097855103,-0.12223636286547704,5.555907734989626
Drome,1925.7471,0.012378256,11,0,5,0.0020976497,0,48,0.00060225726,11,2015-01-01,2015,3.5263605246161616,5.004726703735492,-0.08708684716269396,4.917639856572798
Essonne,2239.3032,0.0020377992,18,12,2,0.00028488727,0,55,8.7668785e-05,18,2015-01-01,2015,3.5263605246161616,7.5655251657532885,-0.03497921395643924,7.530545951796849
Eure,2105.8606,0.00767478,16,10,2,0.0010507802,0,52,0.0003438785,16,2015-01-01,2015,3.5263605246161616,8.118166672079486,0.17944622301320834,8.297612895092694
Eure_et_Loir,2122.323,0.011130367,16,9,2,0.00095306645,0,52,0.0004960323,16,2015-01-01,2015,3.5263605246161616,8.113425351417778,0.2069875644155992,8.320412915833376
Finistere,1985.8389,0.005513945,15,10,0,0.0005837153,0,58,0.00024212847,15,2015-01-01,2015,3.5263605246161616,6.571154004007019,0.11278152879714287,6.683935532804162
Gard,2212.2495,0.0068928106,15,3,2,0.0008377073,0,59,0.00030228606,15,2015-01-01,2015,3.5263605246161616,3.7005230187012828,0.07251449576837897,3.7730375144696615
Gers,2311.3042,0.010757677,19,8,2,0.0011807991,0,59,0.0004533952,19,2015-01-01,2015,3.5263605246161616,5.142092006354802,0.12317330109821828,5.26526530745302
Gironde,2345.3025,0.010648242,20,12,1,0.0010959647,0,56,0.00042914745,20,2015-01-01,2015,3.5263605246161616,4.634506434751758,-0.01615857575610895,4.618347858995649
Haut_Rhin,1922.0964,0.0035811886,10,0,6,0.0007500728,0,54,0.00017287239,10,2015-01-01,2015,3.5263605246161616,6.398477527135392,-0.04621976256437261,6.35225776457102
Haute_Garonne,2212.0205,0.0071211187,18,3,4,0.0006414462,0,57,0.0003111845,18,2015-01-01,2015,3.5263605246161616,5.2777593002625665,-0.29720043145888025,4.980558868803686
Haute_Loire,1598.7432,0.008251383,0,0,10,0.001383839,0,33,0.00045128932,0,2015-01-01,2015,3.5263605246161616,4.873918747537652,-0.01760556016977836,4.856313187367873
Haute_Marne,2042.7153,0.009619742,18,2,4,0.0012581031,0,57,0.0004456584,18,2015-01-01,2015,3.5263605246161616,5.794183012703046,-0.10715372377558044,5.687029288927466
Haute_Saone,2093.9053,0.0055748136,18,0,4,0.0010197257,0,58,0.00025458785,18,2015-01-01,2015,3.5263605246161616,5.955120487679711,0.17783100841530125,6.1329514960950124
Haute_Savoie,1487.9985,0.0050875717,0,0,10,0.0013296845,0,10,0.00029029042,0,2015-01-01,2015,3.5263605246161616,5.64577227859254,0.14802649549740876,5.793798774089949
Haute_Vienne,2048.5876,0.013444476,16,3,4,0.0013176161,0,55,0.0006175742,16,2015-01-01,2015,3.5263605246161616,5.110943718369872,0.023021863252170427,5.133965581622042
Hautes_Alpes,810.4828,0.01207307,0,0,28,0.002722041,0,0,0.001021553,0,2015-01-01,2015,3.5263605246161616,3.8585163512508145,-0.09640297402765043,3.762113377223164
Hautes_pyrenees,1562.06,0.019711826,0,0,8,0.0020120027,0,34,0.0010711362,0,2015-01-01,2015,3.5263605246161616,5.2441151855267325,-0.07064394821852629,5.173471237308206
Herault,2206.5698,0.011031198,14,1,2,0.0009854662,0,59,0.00047636195,14,2015-01-01,2015,3.5263605246161616,3.385199038469476,0.12914671339162423,3.5143457518611005
Ille_et_Vilaine,2169.4077,0.008533936,17,13,1,0.0005991557,0,55,0.00037136578,17,2015-01-01,2015,3.5263605246161616,6.830863782095309,0.12298665317896998,6.953850435274279
Indre,2205.6187,0.011357078,17,11,3,0.0009159158,0,57,0.0004968677,17,2015-01-01,2015,3.5263605246161616,6.606898167574526,-0.09915121011076072,6.507746957463765
Indre_et_Loire,2239.3284,0.004933115,17,13,2,0.00021752776,0,56,0.00021206925,17,2015-01-01,2015,3.5263605246161616,6.414119065384699,0.00725056919656531,6.421369634581264
Isere,1680.6561,0.012011209,5,0,10,0.0023968653,0,23,0.00064292166,5,2015-01-01,2015,3.5263605246161616,5.593214419755212,-0.21308461795320166,5.38012980180201
Jura,2018.6371,0.012292628,17,0,5,0.0023265127,0,54,0.0005761851,17,2015-01-01,2015,3.5263605246161616,5.884316227045368,-0.10627184136219589,5.778044385683173
Landes,2321.5645,0.014450638,20,3,1,0.0015977955,0,56,0.0005929173,20,2015-01-01,2015,3.5263605246161616,5.090271615333732,-0.04819602204486947,5.042075593288862
Loir_et_Cher,2217.2378,0.004879918,17,13,2,0.00017491524,0,55,0.00021122547,17,2015-01-01,2015,3.5263605246161616,7.140569802679439,0.02810521023420289,7.168675012913641
Loire,1814.6819,0.0036477025,9,0,7,0.00054982945,0,49,0.00018270286,9,2015-01-01,2015,3.5263605246161616,5.342009469801021,-0.10860106951943761,5.233408400281584
Loire_Atlantique,2224.3079,0.007997523,20,13,1,0.0006771511,0,56,0.00033962686,20,2015-01-01,2015,3.5263605246161616,6.024469675356708,-0.02699210074368151,5.997477574613026
Loiret,2220.4512,0.010006981,17,12,2,0.00072584476,0,57,0.0004345186,17,2015-01-01,2015,3.5263605246161616,6.88353893408301,-0.15870104677169222,6.724837887311318
Lot,2192.7854,0.0060691256,17,8,4,0.00038847455,0,57,0.00026839136,17,2015-01-01,2015,3.5263605246161616,4.4620763165458115,-0.08892500166917203,4.373151314876639
Lot_et_Garonne,2380.6755,0.005053398,21,13,2,0.0007958254,0,59,0.00020848522,21,2015-01-01,2015,3.5263605246161616,5.447666552265814,0.15091313372504062,5.598579685990855
Lozere,1603.8019,0.011405499,2,0,7,0.0016311641,0,36,0.00061835744,2,2015-01-01,2015,3.5263605246161616,3.6795544201010024,-0.17977514994137483,3.4997792701596278
Maine_et_Loire,2236.1733,0.013141665,18,13,2,0.0006267782,0,56,0.0005613394,18,2015-01-01,2015,3.5263605246161616,6.465091038101217,0.0021136163621562126,6.467204654463374
Manche,2025.8602,0.007888257,13,10,1,0.0006813698,0,59,0.00034915048,13,2015-01-01,2015,3.5263605246161616,6.175241987114236,0.10443381683227106,6.279675803946508
Marne,2166.5842,0.011727954,18,9,3,0.0020186256,0,58,0.00052201364,18,2015-01-01,2015,3.5263605246161616,7.896749644642748,0.10989434582185169,8.0066439904646
Mayenne,2133.8416,0.0060304827,17,12,2,0.00050161296,0,54,0.0002659506,17,2015-01-01,2015,3.5263605246161616,6.570553329258008,0.15037939499268277,6.720932724250691
Meurthe_et_Moselle,2071.4973,0.0072365166,18,1,6,0.0011762289,0,58,0.00033233681,18,2015-01-01,2015,3.5263605246161616,6.483732310501168,0.05274469770137342,6.536477008202541
Meuse,2065.9663,0.0112132905,16,3,4,0.0017344098,0,57,0.00051511044,16,2015-01-01,2015,3.5263605246161616,6.516938456302947,-0.12736442775991164,6.389574028543035
Morbihan,2131.9426,0.0052507864,16,12,0,0.00024951063,0,56,0.00022378024,16,2015-01-01,2015,3.5263605246161616,6.782569629038388,0.17738358371602692,6.9599532127544155
Moselle,2076.945,0.0066627585,17,0,6,0.0010957535,0,58,0.00030472918,17,2015-01-01,2015,3.5263605246161616,6.568977859848524,0.09147026881857682,6.660448128667101
Nievre,2100.627,0.009766218,16,5,4,0.0013453392,0,58,0.00044609848,16,2015-01-01,2015,3.5263605246161616,6.5132949998243355,0.11494739712125975,6.628242396945595
Nord,2066.9453,0.01149175,14,7,2,0.002075354,0,52,0.00052100647,14,2015-01-01,2015,3.5263605246161616,8.075588163372469,0.07387235082295392,8.149460514195423
Oise,2155.5676,0.012032855,15,9,2,0.0024218278,0,52,0.0005328838,15,2015-01-01,2015,3.5263605246161616,7.804029150536076,0.07907516528204347,7.8831043158181195
Orne,2029.5525,0.01022706,14,9,2,0.001063525,0,53,0.00046807804,14,2015-01-01,2015,3.5263605246161616,7.091171247807446,0.10790251157729748,7.199073759384743
Pas_de_Calais,2067.0405,0.007671374,14,8,2,0.0012907684,0,52,0.00034723646,14,2015-01-01,2015,3.5263605246161616,8.104885135083864,0.058401472968800286,8.163286608052664
Puy_de_Dome,1758.757,0.008263149,5,0,8,0.0008484462,0,47,0.00042351894,5,2015-01-01,2015,3.5263605246161616,5.717925643515674,-0.028712680682695738,5.689212962832978
Pyrenees_Atlantiques,1950.722,0.012081849,7,0,4,0.0009999713,0,55,0.0005681843,7,2015-01-01,2015,3.5263605246161616,5.250691713574329,0.17322064554206293,5.423912359116392
Pyrenees_Orientales,2053.9775,0.00513851,10,0,2,0.0011170834,0,58,0.00022540643,10,2015-01-01,2015,3.5263605246161616,2.4994741127778433,0.02568385843588686,2.52515797121373
Rhone,2094.1887,0.008471381,17,1,4,0.0018944419,0,58,0.00038798433,17,2015-01-01,2015,3.5263605246161616,5.647523475987399,0.1031928190715061,5.750716295058905
Saone_et_Loire,2097.4395,0.012562472,16,2,5,0.0013551071,0,57,0.0005765209,16,2015-01-01,2015,3.5263605246161616,6.137485480554137,0.01282232451648731,6.150307805070624
Sarthe,2179.774,0.010803929,17,12,2,0.00046762056,0,54,0.00047096552,17,2015-01-01,2015,3.5263605246161616,6.391230097826934,0.08379227125221177,6.475022369079146
Savoie,1085.4753,0.017825732,0,0,26,0.003941543,0,0,0.0012565604,0,2015-01-01,2015,3.5263605246161616,5.733070197625399,-0.0684827383346894,5.6645874592907095
Seine_Maritime,2008.5652,0.006800243,14,5,1,0.0010835195,0,57,0.0003062462,14,2015-01-01,2015,3.5263605246161616,7.8831906679268355,-0.24764386532318697,7.635546802603648
Seine_et_Marne,2198.6636,0.00220651,17,12,2,0.00033317553,0,57,9.6497315e-05,17,2015-01-01,2015,3.5263605246161616,7.443093946055989,-0.03471127119395658,7.4083826748620325
Somme,2017.4135,0.007071629,13,5,1,0.001351481,0,57,0.0003178661,13,2015-01-01,2015,3.5263605246161616,8.22994968558994,-0.26196264434905825,7.967987041240882
Tarn,2020.4705,0.011188823,12,0,4,0.00079282926,0,57,0.0005130335,12,2015-01-01,2015,3.5263605246161616,4.913079759787573,-0.053302947977488135,4.859776811810085
Tarn_et_Garonne,2308.81,0.0053537395,18,11,4,0.00034535755,0,57,0.0002275645,18,2015-01-01,2015,3.5263605246161616,4.676363017022056,-0.06218617504435794,4.614176841977698
Territoire_de_Belfort,1957.2577,0.0034634084,16,0,6,0.0007370342,0,57,0.0001651537,16,2015-01-01,2015,3.5263605246161616,6.038106538131834,-0.13225622933801454,5.90585030879382
Var,2116.5293,0.013061689,11,0,0,0.00040647533,0,59,0.0005588742,11,2015-01-01,2015,3.5263605246161616,3.538975049988959,0.03244759436526705,3.571422644354226
Vaucluse,2272.3435,0.004946137,20,3,3,0.00041862248,0,59,0.00021377734,20,2015-01-01,2015,3.5263605246161616,3.5099045280293293,0.10607156834492781,3.615976096374257
Vendee,2215.7122,0.006254683,19,14,2,0.00022473691,0,55,0.0002648927,19,2015-01-01,2015,3.5263605246161616,5.784178798800478,-0.004531461741452141,5.779647337059026
Vienne,2225.4937,0.009495424,16,13,2,0.0004954601,0,56,0.00040956357,16,2015-01-01,2015,3.5263605246161616,6.113314294473406,-0.08505050267256084,6.028263791800844
Vosges,1971.5457,0.009180146,17,0,5,0.0015735587,0,55,0.00043189523,17,2015-01-01,2015,3.5263605246161616,5.70199641469041,-0.024040174450822183,5.677956240239588
Yonne,2162.7717,0.014589424,17,8,3,0.001776478,0,58,0.0006493241,17,2015-01-01,2015,3.5263605246161616,6.300164093835308,0.1299988558838701,6.430162949719178
Yvelines,2187.3728,0.0026293925,16,11,2,0.00032985388,0,54,0.00011436814,16,2015-01-01,2015,3.5263605246161616,7.511369692702459,0.04679105182543534,7.558160744527894
Ain,2021.1031,0.009105949,4,0,0,0.0041600196,0,59,0.00042133618,4,2016-01-01,2016,3.5553480614894135,5.730685614292158,-0.051976705486490145,5.6787089088056675
Aisne,1944.153,0.0116520235,10,0,1,0.0028084805,0,56,0.0005453744,10,2016-01-01,2016,3.5553480614894135,7.2054789940180495,-0.1693538803568511,7.036125113661198
Allier,1994.63,0.011684688,1,0,2,0.0021999998,0,56,0.00055068365,1,2016-01-01,2016,3.5553480614894135,5.764753800739378,0.11295028301994459,5.877704083759323
Alpes_Maritimes,1498.4054,0.012697117,0,0,0,0.0009010967,0,40,0.0006942174,0,2016-01-01,2016,3.5553480614894135,4.259446149607086,-0.09241422129112091,4.167031928315965
Alpes_de_Haute_Provence,1468.38,0.011440349,0,0,5,0.0009536943,0,34,0.0006631106,0,2016-01-01,2016,3.5553480614894135,3.6565192719057307,0.003573839452297912,3.6600931113580284
Ardeche,1735.5312,0.01585884,0,0,3,0.0049200067,0,58,0.00081175176,0,2016-01-01,2016,3.5553480614894135,3.137139164964223,0.05982258245576862,3.1969617474199916
Ardennes,1897.1359,0.008109235,6,0,1,0.0020125653,0,55,0.00038593335,6,2016-01-01,2016,3.5553480614894135,6.422019559333119,0.12964491198352787,6.551664471316647
Ariege,1373.6056,0.032897852,0,0,9,0.00453307,0,54,0.0019482047,0,2016-01-01,2016,3.5553480614894135,4.387374805459186,-0.015057610801696762,4.372317194657489
Aube,2056.0603,0.0069643958,6,0,2,0.0014305124,0,54,0.00031640747,6,2016-01-01,2016,3.5553480614894135,7.39658542488074,-0.1258237413819285,7.270761683498812
Aude,2150.3936,0.013501871,2,0,0,0.001898137,0,58,0.0005891333,2,2016-01-01,2016,3.5553480614894135,4.3900726212363885,0.07730436563752226,4.46737698687391
Aveyron,1805.4326,0.022839807,0,0,1,0.0037876759,0,59,0.001133512,0,2016-01-01,2016,3.5553480614894135,4.520932048744479,0.14843870488625918,4.669370753630738
Bas_Rhin,2017.8123,0.007127164,6,0,1,0.0024514075,0,55,0.00032728573,6,2016-01-01,2016,3.5553480614894135,6.252720566225788,-0.1481733505155748,6.104547215710213
Bouches_du_Rhone,2499.8716,0.004496091,23,0,0,0.00019050628,0,57,0.00017660091,23,2016-01-01,2016,3.5553480614894135,3.018773497080977,-0.1258225482866923,2.892950948794285
Calvados,1825.1019,0.006896096,4,0,0,0.0015975344,0,54,0.0003215525,4,2016-01-01,2016,3.5553480614894135,7.243729545252976,-0.0637959076646484,7.179933637588328
Cantal,1554.3542,0.020462275,0,0,10,0.0047423905,0,56,0.0011251009,0,2016-01-01,2016,3.5553480614894135,4.902730507403137,-0.12091090924303574,4.7818195981601015
Charente,2098.1643,0.007978815,8,0,0,0.0014775441,0,53,0.0003551004,8,2016-01-01,2016,3.5553480614894135,5.294291329525433,-0.14753461943105586,5.146756710094377
Charente_Maritime,2100.413,0.013255605,9,0,0,0.0023699168,0,40,0.0005700628,9,2016-01-01,2016,3.5553480614894135,6.2453723389233735,0.07633987725497689,6.3217122161783506
Cher,2050.7756,0.015080018,7,0,0,0.0032257522,0,55,0.0006881711,7,2016-01-01,2016,3.5553480614894135,6.6409343061576696,-0.09040880381948159,6.550525502338188
Correze,1781.9463,0.024641655,0,0,4,0.00478325,0,59,0.0012308618,0,2016-01-01,2016,3.5553480614894135,4.867624480648565,0.396128980761869,5.263753461410434
Cote_d_Or,1956.7205,0.017223421,3,0,1,0.004824403,0,56,0.0008107857,3,2016-01-01,2016,3.5553480614894135,6.348421275571896,-0.08169765678791496,6.266723618783981
Cotes_d_Armor,1765.023,0.021102218,0,0,0,0.005801189,0,49,0.0010008554,0,2016-01-01,2016,3.5553480614894135,6.89904997927966,-0.00020662365804562517,6.898843355621614
Creuse,1839.0616,0.015886115,0,0,3,0.003069225,0,56,0.00077682186,0,2016-01-01,2016,3.5553480614894135,5.527522810983361,0.00042334002430181243,5.527946151007662
Deux_Sevres,2052.8743,0.012294049,9,0,0,0.003019656,0,54,0.0005546979,9,2016-01-01,2016,3.5553480614894135,5.9903350092963885,-0.21398232868864828,5.77635268060774
Dordogne,2129.6362,0.015732467,5,0,0,0.0022799615,0,58,0.0006935695,5,2016-01-01,2016,3.5553480614894135,4.773525565570718,-0.016679747099370017,4.756845818471348
Doubs,1853.4596,0.012654376,1,0,1,0.0048004645,0,55,0.0006183552,1,2016-01-01,2016,3.5553480614894135,5.677749528915077,0.09113569226194188,5.768885221177018
Drome,1903.8513,0.018543001,0,0,1,0.0025841107,0,59,0.0008956461,0,2016-01-01,2016,3.5553480614894135,4.977675938709372,0.13395633655766176,5.111632275267034
Essonne,2053.5637,0.0029590067,15,0,1,0.0007243201,0,55,0.00013341414,15,2016-01-01,2016,3.5553480614894135,7.078602576356719,-0.15025892714693262,6.928343649209786
Eure,1893.1366,0.011442535,8,0,0,0.0018292825,0,58,0.0005389824,8,2016-01-01,2016,3.5553480614894135,7.9222867922148446,-0.025289187126024047,7.896997605088821
Eure_et_Loir,1935.6056,0.014006323,8,0,2,0.0030519885,0,57,0.00065422605,8,2016-01-01,2016,3.5553480614894135,8.06716376420844,-0.14279816443944665,7.924365599768993
Finistere,1737.0276,0.008397898,0,0,0,0.0014038249,0,41,0.00039385754,0,2016-01-01,2016,3.5553480614894135,6.569500923808917,0.013777572816714542,6.583278496625631
Gard,2185.2593,0.0071615865,5,0,0,0.0014797992,0,59,0.00031526302,5,2016-01-01,2016,3.5553480614894135,3.5921330589448828,-0.09747211462206438,3.4946609443228183
Gers,2170.9941,0.016707303,2,0,0,0.00086239213,0,55,0.00072927185,2,2016-01-01,2016,3.5553480614894135,4.962098362586154,0.1269524750154972,5.0890508376016514
Gironde,2166.8774,0.016267698,8,0,0,0.002158998,0,32,0.00068517,8,2016-01-01,2016,3.5553480614894135,4.916587185789351,0.07684205356136944,4.9934292393507205
Haut_Rhin,1925.575,0.004390825,2,0,1,0.0016282242,0,53,0.00020946562,2,2016-01-01,2016,3.5553480614894135,6.557972996309257,0.054237824658894054,6.6122108209681505
Haute_Garonne,2062.416,0.013933384,0,0,1,0.0018587799,0,57,0.00063259143,0,2016-01-01,2016,3.5553480614894135,4.820899954388792,0.0481046272615938,4.869004581650386
Haute_Loire,1575.5073,0.01119317,0,0,8,0.003301346,0,55,0.00061235635,0,2016-01-01,2016,3.5553480614894135,4.605347469571483,-0.28039230981753227,4.324955159753951
Haute_Marne,1956.3954,0.012841444,2,0,3,0.003963394,0,56,0.00060381275,2,2016-01-01,2016,3.5553480614894135,6.16817443758696,0.08687155896910578,6.255045996556066
Haute_Saone,2036.7722,0.0075913835,3,0,1,0.0033187056,0,55,0.00034900516,3,2016-01-01,2016,3.5553480614894135,6.634756478671462,0.007633191586399037,6.642389670257861
Haute_Savoie,1534.7941,0.006224552,0,0,6,0.0013114552,0,43,0.00034649696,0,2016-01-01,2016,3.5553480614894135,5.872870268095301,-0.10376890574827566,5.769101362347025
Haute_Vienne,1907.7949,0.015675746,0,0,1,0.0032970253,0,57,0.0007445932,0,2016-01-01,2016,3.5553480614894135,5.213361189259722,-0.08977042687350859,5.123590762386213
Hautes_Alpes,853.6733,0.014720409,0,0,26,0.0022624275,0,1,0.0011440382,0,2016-01-01,2016,3.5553480614894135,3.9186369566253005,-0.049881363722018845,3.8687555929032817
Hautes_pyrenees,1483.7695,0.033119667,0,0,8,0.0043627396,0,59,0.0018458596,0,2016-01-01,2016,3.5553480614894135,4.881036365761926,0.279982797276111,5.161019163038037
Herault,2151.6294,0.01238307,3,0,0,0.0012723136,0,60,0.0005409709,3,2016-01-01,2016,3.5553480614894135,3.546539668091884,0.19620358317289038,3.7427432512647747
Ille_et_Vilaine,1928.0709,0.011967278,6,0,0,0.005875462,0,49,0.0005569519,6,2016-01-01,2016,3.5553480614894135,6.988915621882359,0.018696637991100294,7.00761225987346
Indre,2071.1885,0.013630214,12,0,0,0.0032343932,0,55,0.0006161683,12,2016-01-01,2016,3.5553480614894135,6.510645033443481,0.07072922647058222,6.581374259914063
Indre_et_Loire,2088.1719,0.0067477096,15,0,1,0.0022954708,0,52,0.00030252844,15,2016-01-01,2016,3.5553480614894135,6.344250983429693,-0.07010850350846946,6.274142479921223
Isere,1655.6172,0.017021649,0,0,6,0.0033696424,0,48,0.000905376,0,2016-01-01,2016,3.5553480614894135,5.480629125233617,-0.07617276865747508,5.404456356576142
Jura,1969.0321,0.015349025,3,0,0,0.0064628716,0,58,0.000721825,3,2016-01-01,2016,3.5553480614894135,6.227261991142928,-0.04079359837988462,6.186468392763043
Landes,2209.1255,0.018745106,5,0,0,0.0023266978,0,29,0.00078930566,5,2016-01-01,2016,3.5553480614894135,5.12653544776474,0.13345311336481328,5.2599885611295525
Loir_et_Cher,2049.3015,0.006906098,14,0,1,0.0023363149,0,55,0.00031245826,14,2016-01-01,2016,3.5553480614894135,6.751662542549957,-0.17444457847368947,6.577217964076267
Loire,1792.1459,0.0045127906,0,0,1,0.0013679974,0,56,0.00022675347,0,2016-01-01,2016,3.5553480614894135,5.1803423064945395,0.12177060252283739,5.302112909017377
Loire_Atlantique,2008.9609,0.010115106,13,0,0,0.0054970444,0,41,0.00045667583,13,2016-01-01,2016,3.5553480614894135,5.9814268641444235,0.2297102000475604,6.211137064191984
Loiret,2054.8257,0.013331612,13,0,1,0.003570508,0,54,0.00060206885,13,2016-01-01,2016,3.5553480614894135,6.857333595889672,0.01364099430200768,6.87097459019168
Lot,2019.9281,0.009771801,0,0,0,0.0013147703,0,57,0.00044908797,0,2016-01-01,2016,3.5553480614894135,4.455393048697358,-0.028155580870452876,4.427237467826905
Lot_et_Garonne,2207.331,0.007830768,5,0,0,0.000913808,0,46,0.00033607593,5,2016-01-01,2016,3.5553480614894135,5.54468155110189,0.00039856721408073947,5.545080118315971
Lozere,1563.73,0.013611628,0,0,7,0.0033938093,0,56,0.0007437087,0,2016-01-01,2016,3.5553480614894135,3.2752138021658563,-0.25287922338369595,3.0223345787821603
Maine_et_Loire,2056.475,0.016272116,15,0,0,0.0075957547,0,48,0.0007368063,15,2016-01-01,2016,3.5553480614894135,6.0021575669507055,0.13865353380839227,6.140811100759097
Manche,1801.9135,0.011661593,4,0,0,0.0038034124,0,55,0.0005461778,4,2016-01-01,2016,3.5553480614894135,6.103492544076046,-0.044797814420381075,6.058694729655665
Marne,2021.3032,0.016728722,9,0,0,0.004322168,0,56,0.0007672935,9,2016-01-01,2016,3.5553480614894135,7.101126253055998,-0.10652757758120586,6.994598675474792
Mayenne,1919.6978,0.008083418,10,0,0,0.0023667833,0,57,0.00037989093,10,2016-01-01,2016,3.5553480614894135,6.545685193561063,-0.20818261123896364,6.3375025823221
Meurthe_et_Moselle,1979.2725,0.010506926,6,0,1,0.0035109627,0,55,0.0004901229,6,2016-01-01,2016,3.5553480614894135,6.01380126263263,-0.04412039012145471,5.969680872511176
Meuse,1953.4456,0.015505807,5,0,1,0.0044184024,0,56,0.00072696496,5,2016-01-01,2016,3.5553480614894135,6.185390176007644,-0.09726229336584861,6.088127882641795
Morbihan,1865.7498,0.00781915,3,0,0,0.0036285424,0,38,0.0003564465,3,2016-01-01,2016,3.5553480614894135,7.372866121588101,-0.025505918500573807,7.3473602030875265
Moselle,2001.0743,0.00950654,6,0,0,0.0035632914,0,55,0.0004404681,6,2016-01-01,2016,3.5553480614894135,6.238251547007777,-0.15082617102434068,6.087425375983436
