department,bio_gdd_spring,hydric_precip_spring,stress_heat_days,stress_shock_days,risk_frost_april,risk_wet_harvest,risk_heavy_rain_july,bio_vernalization_days,bio_aridity_index,bio_compound_stress_days,datetime,year,log_time,pred_baseline,pred_anomaly,predicted_yield
Bouches_du_Rhone,2415.1064,0.0033638226,29,3,0,0.0010622808,0,53,0.00013359601,29,2015-01-01,2015,3.5263605246161616,3.1055546402135805,-0.04060824807359925,3.0649463921399813
Calvados,1742.085,0.0094836075,3,0,2,0.00018626946,0,58,0.00045379356,3,2015-01-01,2015,3.5263605246161616,7.171226254015428,0.0538863154434464,7.225112569458875
Cantal,1550.8315,0.01868154,1,0,10,0.0027737955,0,38,0.0010114046,1,2015-01-01,2015,3.5263605246161616,4.996690159000851,-0.10104998446090374,4.895640174539947
Charente,2100.7197,0.009365744,11,1,4,0.0004720115,0,55,0.0004127663,11,2015-01-01,2015,3.5263605246161616,5.192809064746497,-0.13531071006580772,5.057498354680689
Charente_Maritime,2099.622,0.0148852775,7,1,0,0.0008198763,0,49,0.00063682866,7,2015-01-01,2015,3.5263605246161616,5.940189745027976,0.1391635161419501,6.079353261169927
Cher,1993.8225,0.018977467,6,0,7,0.0010351482,0,55,0.0008801881,6,2015-01-01,2015,3.5263605246161616,6.60428437646674,0.1934174939380905,6.797701870404831
Correze,1783.419,0.025280694,2,0,6,0.0025382754,0,51,0.0012405764,2,2015-01-01,2015,3.5263605246161616,4.850429877172817,0.1270098916335385,4.977439768806356
Cote_d_Or,1847.1984,0.021628076,5,0,7,0.001200703,0,51,0.0010490788,5,2015-01-01,2015,3.5263605246161616,6.414652918507143,0.17181653325823348,6.586469451765376
Cotes_d_Armor,1725.4052,0.027779616,0,0,1,0.0010756933,0,56,0.0013275967,0,2015-01-01,2015,3.5263605246161616,6.504037501922196,0.08422462965100329,6.588262131573199
Creuse,1822.7897,0.017637301,4,0,8,0.001503273,0,53,0.0008551971,4,2015-01-01,2015,3.5263605246161616,5.622622928600291,0.08263157491522206,5.705254503515513
Deux_Sevres,2014.592,0.015774198,6,0,4,0.0008947472,0,54,0.00071217836,6,2015-01-01,2015,3.5263605246161616,6.13374550758352,0.1340360638353781,6.267781571418898
Dordogne,2171.0413,0.01697918,13,1,4,0.0014861237,0,55,0.0007344148,13,2015-01-01,2015,3.5263605246161616,4.5934610076435325,0.06314504374350485,4.656606051387038
Doubs,1741.0479,0.017009528,4,0,9,0.001614889,0,43,0.0008564706,4,2015-01-01,2015,3.5263605246161616,5.536049086269193,-0.03949131947732282,5.49655776679187
Drome,1906.2333,0.016629864,10,0,8,0.0027579796,0,39,0.00080251135,10,2015-01-01,2015,3.5263605246161616,5.104049719084805,-0.03978603884031077,5.064263680244494
Essonne,1980.9978,0.0034508053,6,0,7,0.00010904309,0,54,0.00015985996,6,2015-01-01,2015,3.5263605246161616,7.822763897333635,0.03973096479757754,7.8624948621312125
Eure,1809.0006,0.013504355,6,0,7,0.0003537365,0,57,0.0006557816,6,2015-01-01,2015,3.5263605246161616,8.643634394246623,-0.021734179032186864,8.621900215214437
Eure_et_Loir,1870.0574,0.018678503,6,0,7,0.0005361176,0,58,0.0008930206,6,2015-01-01,2015,3.5263605246161616,8.720930227375963,0.2404594759472396,8.961389703323203
Finistere,1695.4608,0.011290035,0,0,0,0.00069107773,0,53,0.0005328494,0,2015-01-01,2015,3.5263605246161616,6.187031916823209,0.05441273210634064,6.24144464892955
Gard,2150.5928,0.007928691,18,3,4,0.0013431223,0,56,0.00034844395,18,2015-01-01,2015,3.5263605246161616,3.773668495298208,-0.10253321397752882,3.6711352813206792
Gers,2272.7124,0.012052073,17,5,1,0.0042430847,0,53,0.00051045645,17,2015-01-01,2015,3.5263605246161616,4.958802633047359,-0.21473078179108288,4.744071851256276
Gironde,2208.2383,0.016258376,10,3,0,0.0013639745,0,43,0.00067707547,10,2015-01-01,2015,3.5263605246161616,4.858407282384299,0.15396504582540715,5.012372328209706
Haut_Rhin,1789.5918,0.005979796,7,0,9,0.00077340484,0,44,0.0002979139,7,2015-01-01,2015,3.5263605246161616,6.484528537116605,-0.23317977339379306,6.251348763722811
Haute_Garonne,2167.4966,0.011485971,14,3,1,0.0037611779,0,55,0.0005018987,14,2015-01-01,2015,3.5263605246161616,4.548561420816719,-0.13517663595950213,4.413384784857216
Haute_Loire,1542.1327,0.010011052,1,0,9,0.0028770913,0,37,0.00054808595,1,2015-01-01,2015,3.5263605246161616,4.871991546190434,-0.33533208752160176,4.536659458668832
Haute_Marne,1837.5946,0.01627569,6,0,8,0.0009398054,0,50,0.0007920465,6,2015-01-01,2015,3.5263605246161616,6.378614764495245,0.032731254809768864,6.411346019305014
Haute_Saone,1908.2007,0.009856843,7,0,9,0.00071037386,0,50,0.00047063726,7,2015-01-01,2015,3.5263605246161616,5.926044044038856,-0.03583090765631488,5.890213136382541
Haute_Savoie,1438.9606,0.0076356963,0,0,10,0.000969524,0,21,0.00043361547,0,2015-01-01,2015,3.5263605246161616,5.941217815588587,0.012885352890563093,5.95410316847915
Haute_Vienne,1904.7051,0.01783101,4,0,5,0.0011328126,0,53,0.00083684374,4,2015-01-01,2015,3.5263605246161616,5.341617342179729,0.19418033865200257,5.535797680831732
Hautes_Alpes,822.20044,0.014151696,0,0,29,0.0018626001,0,0,0.00114871,0,2015-01-01,2015,3.5263605246161616,3.711249040302446,0.004773313754951763,3.716022354057398
Hautes_pyrenees,1570.8752,0.03224755,1,0,7,0.005293346,0,39,0.0017155714,1,2015-01-01,2015,3.5263605246161616,4.416372717318675,-0.14901477671121363,4.267357940607461
Herault,2159.7686,0.015565876,18,3,0,0.0020010506,0,56,0.00066877407,18,2015-01-01,2015,3.5263605246161616,3.757199061706113,0.10915229869424276,3.8663513604003557
Ille_et_Vilaine,1873.8918,0.014824258,6,0,6,0.00044552618,0,54,0.00069766975,6,2015-01-01,2015,3.5263605246161616,6.948950919636115,0.059741625800376646,7.0086925454364915
Indre,2016.5647,0.01875114,5,0,6,0.0009945707,0,58,0.0008576241,5,2015-01-01,2015,3.5263605246161616,6.890177070322911,0.35817803588974795,7.248355106212658
Indre_et_Loire,2013.0234,0.010192156,5,0,6,0.00039037684,0,54,0.0004651296,5,2015-01-01,2015,3.5263605246161616,6.24436069587527,0.13439309336773902,6.378753789243008
Isere,1616.6471,0.017629903,1,0,9,0.002168014,0,32,0.00095013884,1,2015-01-01,2015,3.5263605246161616,5.56687165829018,-0.1854365323587371,5.381435125931443
Jura,1868.4979,0.020761956,6,0,9,0.0013587897,0,45,0.0010029901,6,2015-01-01,2015,3.5263605246161616,6.158994535554275,0.03510627312393669,6.194100808678211
Landes,2282.2334,0.017140837,15,3,0,0.002922911,0,48,0.0007095132,15,2015-01-01,2015,3.5263605246161616,5.163938825437133,0.08229608405537654,5.246234909492509
Loir_et_Cher,1984.4358,0.009544827,5,0,6,0.00039278693,0,57,0.00044055874,5,2015-01-01,2015,3.5263605246161616,6.906465104692701,0.09253007165692015,6.998995176349621
Loire,1744.1082,0.0040134364,1,0,8,0.0012309385,0,49,0.000202403,1,2015-01-01,2015,3.5263605246161616,5.384918153325437,0.11468880951368352,5.49960696283912
Loire_Atlantique,1942.5161,0.012750375,6,0,5,0.00071867433,0,50,0.00058180135,6,2015-01-01,2015,3.5263605246161616,6.326801971501106,0.06199931904401028,6.388801290545116
Loiret,1991.2905,0.016674599,5,0,6,0.0006482157,0,57,0.0007710513,5,2015-01-01,2015,3.5263605246161616,6.909697810295576,0.1173233314795425,7.027021141775118
Lot,2054.7432,0.00936828,10,1,4,0.0010402994,0,56,0.00042122204,10,2015-01-01,2015,3.5263605246161616,4.549236430292356,-0.009399293241305949,4.53983713705105
Lot_et_Garonne,2262.448,0.0077358205,17,4,2,0.0011975317,0,52,0.00032607958,17,2015-01-01,2015,3.5263605246161616,5.203017424388696,-0.14776025295444986,5.055257171434246
Lozere,1543.181,0.0144111365,1,0,9,0.0023919505,0,41,0.00078193133,1,2015-01-01,2015,3.5263605246161616,3.4882228121373213,-0.34211918163625044,3.146103630501071
Maine_et_Loire,1982.8704,0.023430366,6,0,6,0.0012415791,0,54,0.0010732188,6,2015-01-01,2015,3.5263605246161616,6.875830493108401,0.18818489737139166,7.064015390479793
Manche,1732.0791,0.014939573,3,0,2,0.0005694618,0,58,0.00071395043,3,2015-01-01,2015,3.5263605246161616,5.931613356385224,0.05479569686167159,5.986409053246896
Marne,1913.611,0.020718334,5,0,8,0.0009819586,0,53,0.0009820829,5,2015-01-01,2015,3.5263605246161616,8.425313865797433,0.21603614736049903,8.641350013157933
Mayenne,1853.6466,0.010239254,6,0,6,0.00037719007,0,56,0.00048694725,6,2015-01-01,2015,3.5263605246161616,6.690222540886339,0.1093889714165284,6.799611512302867
Meurthe_et_Moselle,1858.2363,0.012729506,6,0,11,0.0015177536,0,50,0.0006193745,6,2015-01-01,2015,3.5263605246161616,6.7701418395876045,0.00039774728032212505,6.770539586867927
Meuse,1838.0513,0.018910605,5,0,10,0.0013657348,0,50,0.0009211448,5,2015-01-01,2015,3.5263605246161616,6.760131858253871,0.17700633448573957,6.937138192739611
Morbihan,1816.7451,0.009595918,2,0,1,0.0002112064,0,48,0.00044279703,2,2015-01-01,2015,3.5263605246161616,6.7844967953420365,0.03717466980036347,6.8216714651424
Moselle,1867.9691,0.011891046,8,0,11,0.0020953245,0,48,0.0005772651,8,2015-01-01,2015,3.5263605246161616,6.4802979412297494,-0.15409172069776245,6.326206220531987
Nievre,1923.1581,0.014401408,5,0,7,0.00077979645,0,53,0.0006829728,5,2015-01-01,2015,3.5263605246161616,6.912794578118331,0.08539572422176962,6.998190302340101
Nord,1764.4152,0.016108422,6,0,10,0.0013702178,0,53,0.00079240184,6,2015-01-01,2015,3.5263605246161616,7.696126123395218,0.06520676637766572,7.761332889772884
Oise,1870.9149,0.018780263,6,0,6,0.00071515143,0,54,0.0008970209,6,2015-01-01,2015,3.5263605246161616,7.890492700871336,0.17311118544815843,8.063603886319495
Orne,1751.6759,0.016737225,5,0,6,0.0006285578,0,58,0.00082557014,5,2015-01-01,2015,3.5263605246161616,7.162546674573881,0.2620312391984692,7.42457791377235
Pas_de_Calais,1752.0535,0.0116217295,6,0,8,0.0008380443,0,53,0.0005718573,6,2015-01-01,2015,3.5263605246161616,7.952798756445454,0.031274310326106274,7.98407306677156
Puy_de_Dome,1708.6589,0.009190845,1,0,8,0.0020465567,0,47,0.00047016953,1,2015-01-01,2015,3.5263605246161616,5.717570769704911,0.009951245618897231,5.727522015323808
Pyrenees_Atlantiques,1982.7522,0.017157694,9,0,4,0.0033898659,0,47,0.00079145125,9,2015-01-01,2015,3.5263605246161616,4.989396110247281,-0.11149866536997696,4.877897444877304
Pyrenees_Orientales,2069.1372,0.012042957,10,1,0,0.0013697629,0,58,0.0005215107,10,2015-01-01,2015,3.5263605246161616,2.6177542599925245,0.07428807932988711,2.6920423393224118
